,transaction_id,date,user_id,card_id,amount,use_chip,merchant_id,merchant_state,zip,user_age,gender,per_capita_income,yearly_income,total_debt,credit_score,num_credit_cards,card_brand,card_type,has_chip,num_cards_issued,credit_limit,Is_fraud
147,7475495,2010-01-01 04:21:00,1635,115,14.50 ,Swipe Transaction,45501,NY,5912,54,Male,20760.0,42332.0,75213.0,616,6,Visa,Debit,True,2,24876.0,No
148,7475496,2010-01-01 04:22:00,1313,4183,3.36 ,Swipe Transaction,98374,PA,5411,35,Male,14798.0,30172.0,39959.0,653,2,Mastercard,Debit (Prepaid),True,2,87.0,Yes
149,7475497,2010-01-01 04:25:00,20,3857,2.56 ,Swipe Transaction,59397,TX,5812,86,Female,19477.0,23371.0,0.0,757,8,Mastercard,Debit,True,1,15771.0,No
150,7475498,2010-01-01 04:27:00,1736,113,55.79 ,Swipe Transaction,24823,NY,7538,43,Male,22456.0,45789.0,94014.0,695,4,Visa,Debit,True,1,23631.0,No
151,7475499,2010-01-01 04:28:00,1812,2531,174.06 ,Swipe Transaction,68671,AR,5541,31,Female,25002.0,50978.0,76898.0,574,2,Mastercard,Debit,False,1,33557.0,No
152,7475500,2010-01-01 04:30:00,1905,5807,54.98 ,Online Transaction,73186,CA,4814,36,Male,13972.0,28489.0,6087.0,808,4,Mastercard,Debit,True,2,1424.0,Yes
153,7475501,2010-01-01 04:31:00,526,5917,22.23 ,Online Transaction,16798,CA,4121,51,Female,31625.0,64481.0,114394.0,627,5,Visa,Debit,True,2,23001.0,No
154,7475502,2010-01-01 04:31:00,1378,2921,60.00 ,Swipe Transaction,27092,WI,4829,46,Female,20013.0,40810.0,65643.0,614,4,Amex,Credit,True,1,10100.0,Yes
155,7475505,2010-01-01 04:38:00,100,5903,60.09 ,Swipe Transaction,20916,NC,5651,56,Male,24005.0,48944.0,79960.0,813,7,Mastercard,Debit,True,2,21205.0,Yes
156,7475506,2010-01-01 04:38:00,839,4725,74.76 ,Swipe Transaction,32175,CT,7538,45,Female,26674.0,54384.0,69717.0,622,3,Mastercard,Debit,True,2,37192.0,No
157,7475507,2010-01-01 04:39:00,1629,4290,29.93 ,Swipe Transaction,95377,FL,5912,42,Female,14430.0,29422.0,58679.0,598,1,Mastercard,Debit,True,2,18776.0,Yes
158,7475508,2010-01-01 04:44:00,1807,2823,119.42 ,Swipe Transaction,84708,NY,4900,47,Female,25537.0,52065.0,98613.0,828,5,Amex,Credit,True,2,13200.0,Yes
159,7475509,2010-01-01 04:45:00,1718,4706,46.21 ,Online Transaction,15143,CA,4784,81,Female,22681.0,33483.0,196.0,698,5,Mastercard,Debit,True,1,16055.0,Yes
160,7475510,2010-01-01 04:49:00,1629,4290,26.38 ,Online Transaction,39021,CA,4784,42,Female,14430.0,29422.0,58679.0,598,1,Mastercard,Debit,True,2,18776.0,Yes
161,7475511,2010-01-01 04:49:00,1880,2014,67.09 ,Swipe Transaction,40475,IL,7802,61,Male,15487.0,31579.0,52419.0,771,3,Mastercard,Debit,False,1,14719.0,No
162,7475512,2010-01-01 04:51:00,1563,5125,1.14 ,Swipe Transaction,14528,CA,5499,49,Female,11073.0,22583.0,62461.0,683,4,Mastercard,Debit,True,3,1129.0,No
163,7475513,2010-01-01 04:52:00,1728,153,69.85 ,Swipe Transaction,49286,WI,5300,47,Female,18937.0,38615.0,74337.0,601,4,Mastercard,Debit,True,2,1930.0,Yes
164,7475514,2010-01-01 04:54:00,33,2404,8.73 ,Swipe Transaction,50783,NV,5411,77,Female,18239.0,38692.0,8902.0,596,5,Mastercard,Debit,True,2,4589.0,No
165,7475515,2010-01-01 04:54:00,464,3233,104.40 ,Swipe Transaction,32175,FL,7538,36,Male,33078.0,67444.0,93513.0,850,1,Amex,Credit,True,2,18000.0,Yes
166,7475516,2010-01-01 04:56:00,464,3233,104.10 ,Swipe Transaction,32175,FL,7538,36,Male,33078.0,67444.0,93513.0,850,1,Amex,Credit,True,2,18000.0,Yes
167,7475517,2010-01-01 04:58:00,984,2796,79.70 ,Swipe Transaction,60569,FL,5300,63,Female,16150.0,32928.0,80794.0,850,5,Visa,Debit,True,1,14217.0,No
168,7475518,2010-01-01 04:58:00,1148,5804,2.68 ,Swipe Transaction,59935,PA,5499,54,Male,18007.0,36711.0,47490.0,687,4,Amex,Credit,False,2,9300.0,No
169,7475519,2010-01-01 05:04:00,1540,5562,46.05 ,Online Transaction,39021,CA,4784,55,Female,21992.0,44839.0,63194.0,625,3,Mastercard,Debit (Prepaid),False,2,56.0,No
170,7475520,2010-01-01 05:05:00,1102,2822,185.60 ,Online Transaction,80770,CA,7922,49,Female,46461.0,94733.0,0.0,707,5,Amex,Credit,True,1,26900.0,Yes
171,7475521,2010-01-01 05:09:00,1378,4227,60.00 ,Swipe Transaction,27092,WI,4829,46,Female,20013.0,40810.0,65643.0,614,4,Visa,Debit,True,2,15925.0,No
172,7475522,2010-01-01 05:10:00,630,2059,60.00 ,Swipe Transaction,27092,FL,4829,60,Male,19382.0,39521.0,61861.0,491,3,Mastercard,Debit,True,1,7546.0,No
173,7475523,2010-01-01 05:10:00,1455,2960,11.78 ,Swipe Transaction,76199,CA,5813,36,Male,16838.0,34330.0,15223.0,713,4,Mastercard,Debit,True,1,427.0,No
174,7475524,2010-01-01 05:12:00,1445,3722,4.43 ,Online Transaction,39021,CA,4784,68,Male,17969.0,27939.0,11243.0,841,5,Visa,Credit,True,2,12800.0,No
175,7475525,2010-01-01 05:12:00,1964,2508,18.24 ,Swipe Transaction,715,NC,7230,68,Male,22644.0,38637.0,30595.0,643,4,Mastercard,Credit,True,2,9600.0,Yes
176,7475526,2010-01-01 05:15:00,847,4531,140.00 ,Swipe Transaction,27092,OK,4829,81,Female,18585.0,27864.0,1371.0,591,6,Mastercard,Credit,True,2,3400.0,No
177,7475527,2010-01-01 05:15:00,1098,4626,6.76 ,Swipe Transaction,50867,IA,5541,50,Male,16901.0,34456.0,54634.0,752,4,Visa,Debit,True,1,12640.0,Yes
178,7475528,2010-01-01 05:16:00,1541,228,4.22 ,Swipe Transaction,61806,TN,5912,48,Female,18353.0,37422.0,127116.0,681,5,Mastercard,Debit,False,2,12157.0,No
179,7475529,2010-01-01 05:19:00,595,4666,67.25 ,Swipe Transaction,94050,NC,5655,79,Male,18100.0,29041.0,4427.0,699,4,Mastercard,Debit,True,2,14408.0,No
180,7475531,2010-01-01 05:20:00,1356,4752,48.76 ,Swipe Transaction,76639,WI,5732,84,Male,19196.0,26676.0,1370.0,733,5,Visa,Credit,True,2,8100.0,No
181,7475532,2010-01-01 05:24:00,641,14,8.84 ,Swipe Transaction,41943,OH,5813,62,Male,18420.0,37556.0,0.0,735,6,Mastercard,Debit,True,1,24819.0,No
182,7475533,2010-01-01 05:26:00,961,4584,36.53 ,Swipe Transaction,42465,PA,5813,76,Male,34909.0,26660.0,28332.0,721,4,Visa,Credit,True,1,18300.0,Yes
183,7475534,2010-01-01 05:30:00,1034,4622,41.30 ,Online Transaction,17976,CA,4900,58,Female,27254.0,55569.0,76181.0,698,6,Visa,Debit (Prepaid),True,1,60.0,Yes
184,7475535,2010-01-01 05:33:00,503,1088,16.71 ,Swipe Transaction,32175,IL,7538,47,Female,14497.0,29564.0,54279.0,694,2,Mastercard,Debit (Prepaid),False,1,39.0,No
185,7475537,2010-01-01 05:36:00,1759,4232,3.03 ,Swipe Transaction,23481,CA,5812,87,Female,22270.0,33279.0,1642.0,778,6,Visa,Debit,True,1,18365.0,No
186,7475538,2010-01-01 05:38:00,470,5097,6.83 ,Swipe Transaction,22938,OK,5812,56,Male,14004.0,28553.0,94214.0,747,3,Visa,Credit,True,1,5800.0,No
187,7475539,2010-01-01 05:38:00,1696,2408,4.02 ,Swipe Transaction,35451,FL,5812,63,Female,26339.0,53702.0,85160.0,606,1,Mastercard,Debit,True,2,12047.0,No
188,7475540,2010-01-01 05:38:00,1769,43,0.18 ,Swipe Transaction,86438,NJ,5499,75,Male,21861.0,46031.0,8332.0,661,5,Visa,Credit,True,1,9700.0,No
189,7475541,2010-01-01 05:40:00,303,4194,80.00 ,Swipe Transaction,27092,CO,4829,94,Male,27185.0,60080.0,1807.0,690,6,Amex,Credit,True,1,20000.0,Yes
190,7475542,2010-01-01 05:40:00,550,163,1.98 ,Swipe Transaction,50783,MI,5411,76,Male,21219.0,30248.0,35766.0,763,4,Mastercard,Credit,True,2,4200.0,Yes
191,7475543,2010-01-01 05:41:00,1676,134,66.98 ,Swipe Transaction,21189,IL,5812,51,Male,24981.0,50936.0,88447.0,681,3,Mastercard,Debit,True,1,17360.0,Yes
192,7475544,2010-01-01 05:43:00,185,5361,2.91 ,Swipe Transaction,25705,NJ,5411,47,Female,15175.0,30942.0,71066.0,779,3,Amex,Credit,True,1,6900.0,Yes
193,7475545,2010-01-01 05:43:00,810,4309,16.16 ,Swipe Transaction,2124,KY,5812,77,Female,16521.0,22540.0,16946.0,705,6,Visa,Credit,True,1,6900.0,Yes
194,7475546,2010-01-01 05:43:00,1540,3763,46.01 ,Online Transaction,39021,CA,4784,55,Female,21992.0,44839.0,63194.0,625,3,Mastercard,Debit,True,1,3836.0,No
195,7475547,2010-01-01 05:46:00,1513,2965,1.00 ,Swipe Transaction,86438,NY,5499,48,Male,32240.0,65736.0,206000.0,733,3,Mastercard,Credit,True,1,27200.0,No
196,7475548,2010-01-01 05:46:00,1776,4938,11.91 ,Swipe Transaction,73840,OH,5912,47,Male,21156.0,43133.0,44263.0,693,3,Amex,Credit,True,1,13400.0,Yes
197,7475551,2010-01-01 05:48:00,52,4976,115.82 ,Swipe Transaction,26810,NY,5541,56,Female,31288.0,63796.0,82173.0,730,3,Visa,Debit,True,2,20930.0,No
198,7475552,2010-01-01 05:48:00,246,1158,34.46 ,Swipe Transaction,53187,MN,5813,50,Female,40364.0,82298.0,0.0,791,4,Visa,Debit,True,1,40350.0,Yes
199,7475555,2010-01-01 05:49:00,737,148,1.40 ,Swipe Transaction,88374,OR,5411,61,Female,18961.0,30359.0,16552.0,758,2,Visa,Debit,False,1,6789.0,Yes
200,7475556,2010-01-01 05:51:00,1487,5978,91.13 ,Swipe Transaction,20884,PA,5812,59,Female,39464.0,80464.0,76261.0,727,3,Visa,Debit,True,1,26083.0,No
201,7475557,2010-01-01 05:51:00,1516,1002,16.67 ,Swipe Transaction,69956,CA,5310,38,Male,33758.0,68827.0,35669.0,755,2,Mastercard,Debit,True,1,47153.0,Yes
202,7475559,2010-01-01 05:52:00,822,5385,10.45 ,Online Transaction,50292,CA,7801,51,Female,16942.0,34540.0,22641.0,793,5,Mastercard,Credit,True,2,8000.0,No
203,7475561,2010-01-01 05:53:00,1516,1002,1.88 ,Swipe Transaction,19252,CA,5411,38,Male,33758.0,68827.0,35669.0,755,2,Mastercard,Debit,True,1,47153.0,No
204,7475562,2010-01-01 05:55:00,11,243,262.47 ,Swipe Transaction,16041,NY,7802,39,Female,33175.0,67643.0,0.0,714,6,Visa,Debit,True,2,17208.0,Yes
205,7475563,2010-01-01 05:55:00,190,4621,3.40 ,Swipe Transaction,23098,IL,5812,40,Male,21801.0,44452.0,12409.0,711,5,Visa,Debit (Prepaid),True,1,41.0,Yes
206,7475564,2010-01-01 05:56:00,530,3344,2.98 ,Swipe Transaction,88646,CA,5812,78,Male,14709.0,18100.0,0.0,682,6,Mastercard,Debit,False,2,15061.0,No
207,7475565,2010-01-01 05:56:00,1840,3322,10.79 ,Swipe Transaction,27156,OR,5812,46,Female,21702.0,44249.0,103229.0,706,5,Mastercard,Debit,True,2,21701.0,No
208,7475566,2010-01-01 05:57:00,28,2568,300.48 ,Swipe Transaction,23008,VA,5932,39,Female,26618.0,54273.0,110237.0,789,4,Mastercard,Debit,True,2,29717.0,Yes
209,7475567,2010-01-01 05:57:00,327,5512,61.86 ,Online Transaction,39021,CA,4784,44,Male,18069.0,36843.0,52248.0,772,5,Visa,Debit,True,2,11528.0,No
210,7475568,2010-01-01 05:57:00,1826,5779,3.29 ,Swipe Transaction,43293,FL,5499,45,Female,8155.0,16628.0,33926.0,654,1,Mastercard,Debit (Prepaid),True,1,49.0,No
211,7475569,2010-01-01 05:59:00,1381,3738,9.84 ,Swipe Transaction,11264,OH,5812,79,Male,24878.0,29517.0,2470.0,690,4,Mastercard,Debit,True,1,22964.0,No
212,7475570,2010-01-01 06:00:00,1080,2562,43.13 ,Swipe Transaction,11468,GA,5970,56,Female,14425.0,29413.0,46043.0,703,2,Mastercard,Debit,True,1,1470.0,No
213,7475571,2010-01-01 06:00:00,1209,4573,3.41 ,Swipe Transaction,89738,NY,5411,45,Female,31299.0,63815.0,4832.0,699,6,Amex,Credit,True,2,19400.0,No
214,7475572,2010-01-01 06:01:00,592,4133,12.81 ,Online Transaction,39021,CA,4784,68,Male,13634.0,23993.0,2573.0,714,5,Mastercard,Credit,True,1,5600.0,No
215,7475573,2010-01-01 06:01:00,628,2579,95.00 ,Swipe Transaction,59935,PA,5499,57,Male,52517.0,107075.0,75999.0,815,3,Mastercard,Debit (Prepaid),True,1,76.0,No
216,7475574,2010-01-01 06:01:00,760,5876,2.12 ,Swipe Transaction,75781,OH,5411,56,Female,18420.0,37558.0,72514.0,778,3,Amex,Credit,True,1,9100.0,Yes
217,7475575,2010-01-01 06:01:00,848,3915,60.37 ,Swipe Transaction,83743,MD,7538,51,Male,33529.0,68362.0,96182.0,711,2,Visa,Debit,True,1,19113.0,No
218,7475576,2010-01-01 06:01:00,1248,5787,41.95 ,Swipe Transaction,40475,IL,7802,51,Female,21278.0,43386.0,2192.0,698,3,Amex,Credit,True,1,9600.0,No
219,7475577,2010-01-01 06:01:00,1382,1110,36.92 ,Swipe Transaction,63909,TX,5912,58,Male,12693.0,25883.0,44404.0,706,4,Mastercard,Debit (Prepaid),True,1,54.0,Yes
220,7475578,2010-01-01 06:02:00,38,2526,14.67 ,Online Transaction,50404,CA,4784,45,Female,19621.0,40006.0,72794.0,621,1,Mastercard,Debit,True,2,3711.0,No
221,7475579,2010-01-01 06:02:00,847,4531,100.00 ,Swipe Transaction,27092,OK,4829,81,Female,18585.0,27864.0,1371.0,591,6,Mastercard,Credit,True,2,3400.0,No
222,7475580,2010-01-01 06:02:00,1529,4985,3.98 ,Swipe Transaction,23492,FL,5411,51,Male,37424.0,76305.0,112785.0,692,3,Mastercard,Debit,True,1,31362.0,No
223,7475582,2010-01-01 06:03:00,511,974,3.33 ,Swipe Transaction,20519,AZ,5942,66,Male,17460.0,35602.0,55369.0,661,5,Mastercard,Debit (Prepaid),True,1,73.0,Yes
224,7475584,2010-01-01 06:03:00,763,4993,33.64 ,Swipe Transaction,3316,PA,5912,35,Male,50579.0,103126.0,130160.0,642,1,Visa,Credit,True,2,24300.0,No
225,7475585,2010-01-01 06:03:00,1242,5102,78.05 ,Swipe Transaction,32175,IL,7538,52,Female,14963.0,30509.0,56953.0,641,2,Visa,Credit,True,1,7400.0,Yes
226,7475586,2010-01-01 06:03:00,1696,2408,9.68 ,Online Transaction,39021,CA,4784,63,Female,26339.0,53702.0,85160.0,606,1,Mastercard,Debit,True,2,12047.0,No
227,7475588,2010-01-01 06:04:00,1675,4692,64.39 ,Swipe Transaction,43293,WA,5499,36,Male,24519.0,49993.0,52978.0,767,3,Visa,Debit,True,1,20074.0,No
228,7475589,2010-01-01 06:05:00,1786,1000,8.73 ,Swipe Transaction,50867,OH,5541,48,Female,18936.0,38611.0,93255.0,755,5,Mastercard,Debit,True,1,8273.0,No
229,7475590,2010-01-01 06:06:00,211,3739,2.13 ,Swipe Transaction,22484,AZ,5411,43,Male,14214.0,28983.0,36482.0,755,3,Mastercard,Debit,True,2,12757.0,No
230,7475591,2010-01-01 06:06:00,997,5046,35.90 ,Swipe Transaction,83070,CA,4121,57,Female,26957.0,54963.0,105623.0,675,4,Discover,Credit,True,1,11200.0,No
231,7475592,2010-01-01 06:07:00,112,1134,23.61 ,Online Transaction,39021,CA,4784,54,Female,17220.0,35114.0,24637.0,686,5,Amex,Credit,True,2,8900.0,No
232,7475594,2010-01-01 06:07:00,425,5149,2.72 ,Swipe Transaction,88374,CA,5411,38,Male,29174.0,59482.0,130605.0,688,4,Mastercard,Debit,True,1,30366.0,Yes
233,7475595,2010-01-01 06:07:00,759,3716,66.00 ,Swipe Transaction,59935,TN,5499,60,Male,36563.0,74550.0,37427.0,687,4,Mastercard,Debit,True,2,23154.0,Yes
234,7475596,2010-01-01 06:07:00,996,1107,1.54 ,Swipe Transaction,12547,FL,5411,63,Female,19712.0,40194.0,107765.0,738,6,Mastercard,Credit,True,2,4200.0,No
235,7475598,2010-01-01 06:07:00,1741,1097,10.02 ,Swipe Transaction,50856,AZ,5813,92,Male,17460.0,24960.0,889.0,707,9,Visa,Credit,True,1,7300.0,No
236,7475599,2010-01-01 06:08:00,890,5799,4.04 ,Swipe Transaction,35433,CA,5812,37,Female,25592.0,52181.0,26792.0,727,2,Visa,Credit,False,2,16500.0,Yes
237,7475600,2010-01-01 06:08:00,1381,3738,5.41 ,Swipe Transaction,11264,OH,5812,79,Male,24878.0,29517.0,2470.0,690,4,Mastercard,Debit,True,1,22964.0,No
238,7475601,2010-01-01 06:08:00,1692,5371,42.28 ,Online Transaction,39021,CA,4784,81,Female,74205.0,162709.0,5642.0,542,3,Mastercard,Debit,True,1,38048.0,No
239,7475602,2010-01-01 06:09:00,152,2848,113.09 ,Swipe Transaction,71667,AL,7538,37,Female,24196.0,49335.0,51520.0,773,3,Visa,Credit,True,1,10300.0,Yes
240,7475603,2010-01-01 06:09:00,980,5052,1.33 ,Swipe Transaction,59935,MD,5499,84,Male,20641.0,24055.0,0.0,733,7,Mastercard,Debit,True,1,14185.0,No
241,7475604,2010-01-01 06:09:00,1150,4672,7.09 ,Swipe Transaction,19464,TX,5812,46,Male,30913.0,63030.0,93406.0,791,5,Mastercard,Debit,True,2,29486.0,No
242,7475605,2010-01-01 06:09:00,1445,2899,2.38 ,Swipe Transaction,53402,IN,5411,68,Male,17969.0,27939.0,11243.0,841,5,Mastercard,Debit,True,2,11641.0,No
243,7475606,2010-01-01 06:10:00,89,2998,6.89 ,Swipe Transaction,44678,NM,5812,35,Male,14822.0,30217.0,23394.0,705,4,Mastercard,Debit,True,2,10863.0,No
244,7475607,2010-01-01 06:10:00,135,2808,189.29 ,Online Transaction,90999,CA,4722,64,Female,18680.0,38088.0,51679.0,691,2,Mastercard,Debit,True,2,2236.0,Yes
245,7475608,2010-01-01 06:10:00,357,5481,140.00 ,Swipe Transaction,27092,MA,4829,59,Female,39312.0,80156.0,61817.0,735,4,Discover,Credit,True,3,19800.0,Yes
246,7475609,2010-01-01 06:10:00,657,4662,144.68 ,Swipe Transaction,93195,NV,4900,83,Female,20697.0,33897.0,533.0,705,4,Mastercard,Debit,True,1,24186.0,Yes
247,7475610,2010-01-01 06:10:00,1428,5116,1.33 ,Swipe Transaction,14528,MO,5499,35,Female,13963.0,28472.0,42750.0,508,1,Mastercard,Debit (Prepaid),True,1,47.0,No
248,7475611,2010-01-01 06:10:00,1797,1127,28.84 ,Online Transaction,15143,CA,4784,67,Male,24971.0,30962.0,15336.0,743,5,Visa,Debit,True,2,23237.0,No
249,7475612,2010-01-01 06:11:00,1640,4967,84.00,Swipe Transaction,61195,MI,5541,67,Female,17144.0,34954.0,5942.0,729,3,Mastercard,Debit,True,1,14231.0,No
250,7475614,2010-01-01 06:13:00,89,2998,121.66 ,Swipe Transaction,5495,NM,5932,35,Male,14822.0,30217.0,23394.0,705,4,Mastercard,Debit,True,2,10863.0,Yes
251,7475615,2010-01-01 06:13:00,425,5149,1.69 ,Swipe Transaction,14528,CA,5499,38,Male,29174.0,59482.0,130605.0,688,4,Mastercard,Debit,True,1,30366.0,Yes
252,7475616,2010-01-01 06:13:00,679,5972,2.99 ,Swipe Transaction,75703,PA,5812,57,Male,16809.0,34272.0,39514.0,765,4,Mastercard,Debit,True,2,14713.0,No
253,7475617,2010-01-01 06:13:00,1054,3860,74.60 ,Swipe Transaction,60569,OR,5300,50,Male,22599.0,46077.0,135862.0,639,3,Mastercard,Debit,True,1,2303.0,No
254,7475619,2010-01-01 06:14:00,634,3375,10.70 ,Swipe Transaction,569,OH,5300,49,Female,24071.0,49079.0,6494.0,683,4,Amex,Credit,True,1,11100.0,Yes
255,7475620,2010-01-01 06:14:00,827,2836,6.66 ,Swipe Transaction,75781,NY,5411,61,Female,15194.0,30984.0,39222.0,616,4,Visa,Credit,True,1,6800.0,Yes
256,7475621,2010-01-01 06:14:00,1516,1002,23.83 ,Swipe Transaction,52436,CA,5310,38,Male,33758.0,68827.0,35669.0,755,2,Mastercard,Debit,True,1,47153.0,Yes
257,7475622,2010-01-01 06:15:00,497,2829,4.87 ,Swipe Transaction,69972,SD,5814,63,Male,25692.0,52380.0,8764.0,850,6,Mastercard,Debit,True,1,16681.0,No
258,7475623,2010-01-01 06:16:00,135,2808,148.00,Online Transaction,90999,CA,4722,64,Female,18680.0,38088.0,51679.0,691,2,Mastercard,Debit,True,2,2236.0,No
259,7475624,2010-01-01 06:16:00,759,3716,66.00,Swipe Transaction,59935,TN,5499,60,Male,36563.0,74550.0,37427.0,687,4,Mastercard,Debit,True,2,23154.0,No
260,7475625,2010-01-01 06:16:00,1315,5434,11.70 ,Swipe Transaction,75781,IL,5411,57,Female,15976.0,32576.0,0.0,753,4,Mastercard,Credit,True,1,10600.0,Yes
261,7475627,2010-01-01 06:16:00,1678,4680,6.58 ,Swipe Transaction,17493,CT,5812,36,Male,28557.0,58225.0,101148.0,685,3,Mastercard,Debit,True,1,30424.0,No
262,7475628,2010-01-01 06:16:00,1703,2969,7.35 ,Swipe Transaction,68671,CO,5541,47,Female,24115.0,49169.0,65994.0,747,2,Mastercard,Credit,True,2,10600.0,No
263,7475630,2010-01-01 06:16:00,1849,5904,2.67 ,Swipe Transaction,86058,WA,5411,39,Female,20345.0,41483.0,64098.0,721,2,Mastercard,Debit,True,2,14027.0,Yes
264,7475632,2010-01-01 06:17:00,1675,4692,86.00,Swipe Transaction,43293,WA,5499,36,Male,24519.0,49993.0,52978.0,767,3,Visa,Debit,True,1,20074.0,No
265,7475633,2010-01-01 06:17:00,1851,5528,120.00 ,Swipe Transaction,27092,NC,4829,48,Male,37121.0,75682.0,37163.0,727,5,Mastercard,Debit,False,2,29601.0,No
266,7475634,2010-01-01 06:18:00,571,5960,1.77 ,Swipe Transaction,49903,WV,5411,42,Male,18003.0,36711.0,84949.0,739,4,Mastercard,Debit,True,1,12247.0,No
267,7475635,2010-01-01 06:18:00,759,3716,2.98 ,Swipe Transaction,59935,TN,5499,60,Male,36563.0,74550.0,37427.0,687,4,Mastercard,Debit,True,2,23154.0,No
268,7475636,2010-01-01 06:18:00,1052,3651,18.26 ,Online Transaction,15143,CA,4784,61,Male,25849.0,28210.0,22961.0,655,2,Mastercard,Debit,True,2,12346.0,Yes
269,7475637,2010-01-01 06:18:00,1799,5909,4.90 ,Swipe Transaction,27907,WA,5812,32,Male,51751.0,105515.0,192458.0,646,4,Visa,Debit,True,2,47372.0,No
270,7475638,2010-01-01 06:19:00,122,2034,35.51 ,Swipe Transaction,13646,FL,7538,65,Female,19237.0,39221.0,45409.0,786,4,Mastercard,Debit,True,3,15774.0,No
271,7475639,2010-01-01 06:19:00,557,5570,24.22 ,Swipe Transaction,98552,NC,4121,59,Male,18476.0,28245.0,13411.0,669,1,Mastercard,Debit,True,2,6090.0,No
272,7475640,2010-01-01 06:19:00,946,97,1.04 ,Swipe Transaction,56979,PA,5411,48,Male,19486.0,39733.0,79302.0,781,4,Mastercard,Debit,True,1,12925.0,No
273,7475641,2010-01-01 06:19:00,1299,3263,27.28 ,Online Transaction,39021,CA,4784,40,Female,18295.0,37299.0,31923.0,723,2,Visa,Credit,True,2,8800.0,No
274,7475642,2010-01-01 06:19:00,1675,4692,86.00 ,Swipe Transaction,43293,WA,5499,36,Male,24519.0,49993.0,52978.0,767,3,Visa,Debit,True,1,20074.0,No
275,7475643,2010-01-01 06:19:00,1797,1127,38.58 ,Online Transaction,15143,CA,4784,67,Male,24971.0,30962.0,15336.0,743,5,Visa,Debit,True,2,23237.0,No
276,7475644,2010-01-01 06:20:00,477,2450,2.69 ,Swipe Transaction,20519,ME,5942,57,Male,24259.0,49467.0,77465.0,697,5,Visa,Debit (Prepaid),True,2,91.0,No
277,7475645,2010-01-01 06:20:00,1843,4553,3.11 ,Swipe Transaction,79664,IL,5814,89,Male,16503.0,38761.0,69.0,760,7,Mastercard,Debit,True,2,10638.0,No
278,7475646,2010-01-01 06:21:00,1640,4967,77.59 ,Swipe Transaction,61195,MI,5541,67,Female,17144.0,34954.0,5942.0,729,3,Mastercard,Debit,True,1,14231.0,No
279,7475647,2010-01-01 06:21:00,1694,5944,39.14 ,Swipe Transaction,1743,CT,5912,83,Female,37213.0,74753.0,1585.0,726,5,Visa,Credit,True,2,17700.0,No
280,7475648,2010-01-01 06:21:00,1777,4557,101.79 ,Swipe Transaction,30286,VA,4814,47,Male,30622.0,62432.0,95799.0,741,5,Mastercard,Debit,True,2,32895.0,No
281,7475649,2010-01-01 06:22:00,973,3833,35.53 ,Swipe Transaction,98374,MS,5411,55,Male,12285.0,25051.0,19465.0,734,4,Amex,Credit,True,1,8300.0,Yes
282,7475650,2010-01-01 06:23:00,628,2579,95.00,Swipe Transaction,59935,PA,5499,57,Male,52517.0,107075.0,75999.0,815,3,Mastercard,Debit (Prepaid),True,1,76.0,No
283,7475651,2010-01-01 06:23:00,754,4122,39.07 ,Swipe Transaction,31893,SC,5311,76,Female,19025.0,32817.0,27209.0,705,6,Visa,Debit,True,2,2898.0,No
284,7475652,2010-01-01 06:23:00,1138,2122,36.33 ,Online Transaction,39021,CA,4784,51,Female,20542.0,41886.0,107734.0,768,3,Mastercard,Debit (Prepaid),True,2,51.0,No
285,7475654,2010-01-01 06:24:00,327,5512,47.61 ,Online Transaction,39021,CA,4784,44,Male,18069.0,36843.0,52248.0,772,5,Visa,Debit,True,2,11528.0,Yes
286,7475655,2010-01-01 06:24:00,628,2579,79.41 ,Swipe Transaction,59935,PA,5499,57,Male,52517.0,107075.0,75999.0,815,3,Mastercard,Debit (Prepaid),True,1,76.0,Yes
287,7475658,2010-01-01 06:24:00,1516,1002,4.13 ,Swipe Transaction,78454,CA,5812,38,Male,33758.0,68827.0,35669.0,755,2,Mastercard,Debit,True,1,47153.0,No
288,7475659,2010-01-01 06:24:00,1944,1059,100.00 ,Swipe Transaction,27092,OH,4829,62,Female,24218.0,49378.0,104480.0,740,4,Mastercard,Debit,True,1,2468.0,Yes
289,7475660,2010-01-01 06:25:00,81,96,3.37 ,Swipe Transaction,50783,TX,5411,66,Female,17440.0,35560.0,60397.0,723,5,Mastercard,Credit,False,2,0.0,No
290,7475661,2010-01-01 06:25:00,557,5570,2.36 ,Swipe Transaction,50783,NC,5411,59,Male,18476.0,28245.0,13411.0,669,1,Mastercard,Debit,True,2,6090.0,No
291,7475662,2010-01-01 06:25:00,676,3910,2.27 ,Swipe Transaction,44919,OK,5814,40,Male,31905.0,65053.0,83571.0,775,2,Visa,Debit,True,2,34175.0,No
292,7475663,2010-01-01 06:26:00,64,5429,190.91 ,Swipe Transaction,14914,FL,7995,39,Female,25242.0,51465.0,0.0,702,2,Mastercard,Credit,True,2,12200.0,No
293,7475664,2010-01-01 06:26:00,1445,4716,3.86 ,Online Transaction,39021,CA,4784,68,Male,17969.0,27939.0,11243.0,841,5,Mastercard,Debit,True,2,14029.0,No
294,7475665,2010-01-01 06:26:00,1640,4967,84.00 ,Swipe Transaction,61195,MI,5541,67,Female,17144.0,34954.0,5942.0,729,3,Mastercard,Debit,True,1,14231.0,No
